City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,stanley,54.868,-1.6985,284.1,96,20,1.03,GB,1715574797
83,mahina,-17.5065,-149.489,301.02,74,75,3.09,PF,1715574798
84,dryden,49.7833,-92.7503,280.31,65,0,3.6,CA,1715574798
85,saipan,15.1355,145.701,305.54,58,40,5.66,MP,1715574798
86,west island,-12.1568,96.8225,302.14,79,40,4.63,CC,1715574798
87,mana,5.6592,-53.7767,298.94,86,79,3.4,GF,1715574798
88,gurlan,41.8447,60.3919,297.19,19,99,8.85,UZ,1715574799
89,nikolayevsk-on-amure,53.1406,140.73,277.16,81,100,2.68,RU,1715574799
90,dakhla,23.6848,-15.958,290.61,90,4,10.78,EH,1715574799
91,luderitz,-26.6481,15.1594,286.7,69,0,4.28,NA,1715574799
92,kayyerkan,69.3786,87.7439,271.09,92,44,4.71,RU,1715574800
93,kharan,28.5833,65.4167,305.32,6,0,2.21,PK,1715574800
94,palmeira das missoes,-27.8994,-53.3136,289.31,96,94,3.88,BR,1715574800
95,oytal,42.9057,73.2697,293.27,65,20,2.95,KZ,1715574800
96,aginskoye,51.1,114.53,290.5,21,66,9.95,RU,1715574800
97,faya-largeau,17.9257,19.1043,301.8,19,16,11.41,TD,1715574801
98,ulladulla,-35.35,150.4667,291.38,71,17,2.92,AU,1715574801
99,talnakh,69.4865,88.3972,271.04,87,53,2.68,RU,1715574801
100,cabo san lucas,22.8909,-109.9124,298.76,74,100,1.79,MX,1715574628
101,touros,-5.1989,-35.4608,297.64,88,92,3.32,BR,1715574802
102,rio san juan,19.6439,-70.0763,298.66,89,94,1.24,DO,1715574802
103,konakovo,56.7,36.7667,277.11,67,16,2.05,RU,1715574802
104,cestos city,5.46,-9.5828,299.96,87,80,1.83,LR,1715574802
105,thompson,55.7435,-97.8558,274.24,69,100,3.6,CA,1715574803
106,yalihuyuk,37.3008,32.0855,282.94,75,96,2.55,TR,1715574803
107,heihe,50.2441,127.4902,288.47,38,100,4.49,CN,1715574803
108,ingeniero guillermo n. juarez,-23.9,-61.85,287.49,82,100,5.87,AR,1715574803
109,vila franca do campo,37.7167,-25.4333,291.42,99,65,2.24,PT,1715574803
110,enriquillo,17.9,-71.2333,298.04,90,60,3.65,DO,1715574804
111,carnarvon,-24.8667,113.6333,298.57,63,22,5.75,AU,1715574804
112,castillos,-34.1667,-53.8333,284.21,92,100,7.67,UY,1715574804
113,saint-pierre,-21.3393,55.4781,296.97,64,0,4.63,RE,1715574805
114,east london,-33.0153,27.9116,287.67,88,75,2.06,ZA,1715574805
115,bethel,41.3712,-73.414,282.42,85,0,0.0,US,1715574805
116,la'ie,21.6477,-157.9253,300.13,84,34,2.68,US,1715574805
117,malango,-2.9627,119.9001,298.05,89,93,1.97,ID,1715574806
118,mazagao,-0.115,-51.2894,299.18,99,100,1.28,BR,1715574806
119,moscow,55.7522,37.6156,278.92,55,7,1.53,RU,1715574175
120,caminauit,12.3314,121.0825,304.57,67,36,6.08,PH,1715574806
121,uturoa,-16.7333,-151.4333,301.14,79,7,7.83,PF,1715574807
122,colonia,50.9333,6.95,290.27,74,0,2.06,DE,1715574667
123,saudarkrokur,65.7461,-19.6394,274.86,98,100,4.06,IS,1715574807
124,kolyvan',55.3053,82.7391,291.94,29,56,6.32,RU,1715574807
125,ghanzi,-21.5667,21.7833,286.58,45,0,4.04,BW,1715574807
126,peace river,56.2501,-117.286,288.32,47,100,2.06,CA,1715574808
127,iquitos,-3.7481,-73.2472,299.17,89,0,1.03,PE,1715574808
128,oskarshamn,57.2645,16.4484,284.81,68,79,1.92,SE,1715574808
129,sechura,-5.5569,-80.8222,293.68,77,32,6.13,PE,1715574808
130,papatowai,-46.5619,169.4708,282.33,89,76,1.64,NZ,1715574809
131,pocahontas,36.2615,-90.9712,295.1,73,0,3.09,US,1715574790
132,trevelin,-43.0858,-71.4639,272.86,86,97,0.77,AR,1715574809
133,kievka,50.2619,71.5514,295.47,27,20,8.03,KZ,1715574809
134,afonso bezerra,-5.4983,-36.5056,296.54,89,88,3.88,BR,1715574809
135,sitka,57.0531,-135.33,281.09,66,100,4.63,US,1715574810
136,shingu,33.7333,135.9833,289.42,96,100,3.11,JP,1715574810
137,mountain home,43.133,-115.6912,293.86,44,0,3.6,US,1715574769
138,lulea,65.5842,22.1547,280.19,81,0,0.51,SE,1715574810
139,tuskegee,32.424,-85.6916,292.79,75,100,1.41,US,1715574811
140,liaoyuan,42.9036,125.1358,295.19,28,49,6.67,CN,1715574811
141,montmagny,48.9734,2.3469,290.17,88,100,4.12,FR,1715574811
142,hauterive,46.0901,3.4459,286.48,96,93,0.81,FR,1715574811
143,pachino,36.7186,15.0907,290.79,67,4,1.15,IT,1715574811
144,deqen,29.9618,90.7188,281.7,64,98,3.44,CN,1715574812
145,gazipasa,36.2694,32.3179,287.2,88,0,2.06,TR,1715574812
146,kununurra,-15.7667,128.7333,304.14,40,26,4.63,AU,1715574812
147,barah,13.7,30.3667,304.94,12,51,7.02,SD,1715574812
148,portachuelo,-17.35,-63.4,289.65,91,100,4.52,BO,1715574812
149,port macquarie,-31.4333,152.9167,296.98,68,50,5.72,AU,1715574635
150,yampil',51.95,33.7833,277.56,75,58,3.25,UA,1715574813
151,vordingborg,55.008,11.9106,284.25,100,8,5.37,DK,1715574813
152,tofol,5.3248,163.0078,304.03,70,75,6.69,FM,1715574813
153,berrahal,36.8353,7.4533,287.0,62,52,1.3,DZ,1715574814
154,port lincoln,-34.7333,135.8667,292.04,66,93,2.33,AU,1715574626
155,crane,31.3974,-102.3501,296.37,18,0,1.73,US,1715574814
156,vorkuta,67.5,64.0,264.88,95,100,3.58,RU,1715574814
157,quellon,-43.1167,-73.6167,277.47,79,98,0.34,CL,1715574814
158,punganuru,13.3667,78.5833,302.73,52,77,2.7,IN,1715574815
159,chonchi,-42.6128,-73.8092,276.71,90,77,0.24,CL,1715574815
160,flying fish cove,-10.4217,105.6791,299.97,89,100,5.66,CX,1715574815
161,roma,43.2128,-75.4557,283.08,91,0,2.06,US,1715574815
162,santa cruz,-17.8,-63.1667,288.85,94,75,6.69,BO,1715574816
163,garoowe,8.4054,48.4845,300.9,67,55,2.71,SO,1715574816
164,afaahiti,-17.75,-149.2833,300.08,83,15,7.89,PF,1715574816
165,sao geraldo do araguaia,-6.4006,-48.555,295.63,84,7,0.35,BR,1715574816
166,mhamid,29.82,-5.72,299.68,23,64,3.08,MA,1715574817
167,fortuna,40.5982,-124.1573,285.18,91,45,1.92,US,1715574817
168,mina clavero,-31.721,-65.0062,277.03,89,96,3.38,AR,1715574817
169,kaa-khem,51.6833,94.7333,287.82,32,48,2.83,RU,1715574817
170,kailua-kona,19.6406,-155.9956,301.13,71,75,3.6,US,1715574818
171,ismayilli,40.779,48.1638,286.55,93,93,1.36,AZ,1715574818
172,isangel,-19.55,169.2667,302.21,54,40,3.09,VU,1715574818
173,comodoro rivadavia,-45.8667,-67.5,276.07,87,20,3.6,AR,1715574818
174,plastun,44.7561,136.2939,288.86,38,73,4.94,RU,1715574818
175,lorengau,-2.0226,147.2712,301.8,84,49,2.74,PG,1715574819
176,brisas de zicatela,15.8369,-97.0419,300.88,61,99,2.08,MX,1715574819
177,tiksi,71.6872,128.8694,267.8,71,96,1.24,RU,1715574819
178,lepsy,46.235,78.9456,290.07,27,99,5.19,KZ,1715574819
179,emmett,43.8735,-116.4993,295.81,44,5,0.89,US,1715574820
180,nohar,29.1833,74.7667,310.74,15,0,1.11,IN,1715574820
181,wegscheid,48.6014,13.7873,282.47,68,91,1.51,DE,1715574820
182,iwanai,42.9744,140.5089,286.43,72,100,2.85,JP,1715574820
183,azhikkal,11.9,75.3667,306.83,55,80,2.7,IN,1715574820
184,labytnangi,66.6572,66.4183,270.58,89,99,5.19,RU,1715574821
185,pribrezhnyy,53.4866,49.8584,278.77,56,0,5.99,RU,1715574821
186,rio grande,-32.035,-52.0986,289.97,90,100,8.23,BR,1715574821
187,serhetabat,35.2799,62.3438,301.68,15,17,2.3,TM,1715574821
188,petropavlovsk-kamchatsky,53.0452,158.6483,276.73,66,100,4.0,RU,1715574630
189,nagqu,31.5,92.0,284.67,29,72,4.16,CN,1715574822
190,uren',57.4552,45.7852,276.42,61,15,3.53,RU,1715574822
191,magaria,12.9983,8.9099,300.55,58,99,3.46,NE,1715574822
192,richards bay,-28.783,32.0377,292.97,91,98,0.37,ZA,1715574823
193,pathein,16.7833,94.7333,311.45,32,9,3.78,MM,1715574823
194,avarua,-21.2078,-159.775,297.18,88,75,2.06,CK,1715574823
195,kodiak,57.79,-152.4072,279.88,76,40,2.06,US,1715574823
196,lanivtsi,49.8633,26.0908,282.22,66,16,2.34,UA,1715574824
197,prince rupert,54.3161,-130.3201,283.2,93,100,6.17,CA,1715574824
198,arkalyk,50.2486,66.9114,294.48,41,98,10.68,KZ,1715574824
199,bayramaly,37.6185,62.1671,295.01,23,10,6.63,TM,1715574824
200,minbu,20.1833,94.8833,311.96,25,0,1.97,MM,1715574825
201,mandalgovi,45.7625,106.2708,291.71,38,81,9.47,MN,1715574825
202,worland,44.0169,-107.9554,289.6,58,0,4.63,US,1715574700
203,sandnessjoen,66.0217,12.6316,285.21,76,40,2.06,NO,1715574825
204,ilulissat,69.2167,-51.1,273.16,100,100,5.14,GL,1715574826
205,wailua homesteads,22.0669,-159.378,299.39,87,40,5.66,US,1715574826
206,arraial do cabo,-22.9661,-42.0278,297.06,85,79,4.9,BR,1715574826
207,nago,26.5881,127.9761,296.62,91,100,6.09,JP,1715574826
208,pisco,-13.7,-76.2167,290.18,82,38,1.03,PE,1715574826
209,siilinjarvi,63.0833,27.6667,280.16,93,100,2.06,FI,1715574827
210,port hedland,-20.3167,118.5667,303.18,26,0,5.14,AU,1715574827
211,chenaran,36.6455,59.1212,298.33,24,73,1.49,IR,1715574827
212,pacific grove,36.6177,-121.9166,286.72,89,100,2.57,US,1715574661
213,namtsy,62.7161,129.6658,281.97,44,99,3.98,RU,1715574828
214,aasiaat,68.7098,-52.8699,273.02,98,100,6.43,GL,1715574828
215,melekeok village,7.4957,134.6367,304.46,70,75,5.14,PW,1715574828
216,carutapera,-1.195,-46.02,297.7,94,45,1.96,BR,1715574828
217,kuanda,56.3161,116.0806,280.95,39,98,7.08,RU,1715574829
218,minas de marcona,-15.2119,-75.1103,285.6,88,45,5.11,PE,1715574829
219,flin flon,54.7682,-101.865,277.79,65,100,2.6,CA,1715574829
220,howrah,22.5892,88.3103,306.15,62,40,0.0,IN,1715574829
221,balabac,7.9868,117.0645,304.87,60,12,3.07,PH,1715574829
222,clodomira,-27.5744,-64.1311,286.4,58,100,5.6,AR,1715574830
223,tabas,33.5959,56.9244,305.57,11,86,2.68,IR,1715574830
224,klyuchi,52.2667,79.1667,293.91,26,1,4.21,RU,1715574830
225,amga,60.8953,131.9608,283.46,39,100,2.35,RU,1715574830
226,sitia,35.2,26.0986,291.47,57,0,7.6,GR,1715574831
227,gisborne,-38.6533,178.0042,285.87,61,7,1.81,NZ,1715574831
228,lebu,-37.6167,-73.65,280.54,84,40,6.14,CL,1715574831
229,san antonio de pale,-1.4014,5.6325,299.19,91,100,4.76,GQ,1715574832
230,khotyn,48.4833,26.5,281.86,68,66,1.81,UA,1715574832
231,portage la prairie,49.9728,-98.2926,279.2,57,5,3.54,CA,1715574832
232,orchard homes,46.8633,-114.0484,290.23,54,0,2.57,US,1715574832
233,pangody,65.85,74.4859,274.5,92,92,8.1,RU,1715574832
234,miles city,46.4083,-105.8406,289.69,51,20,4.63,US,1715574833
235,fort mcmurray,56.7268,-111.381,285.92,50,75,3.6,CA,1715574747
236,bubaque,11.2833,-15.8333,299.37,77,60,5.62,GW,1715574833
237,st. john's,47.5649,-52.7093,278.13,95,75,7.2,CA,1715574833
238,cadale,2.7603,46.3222,301.83,77,76,6.29,SO,1715574833
239,onguday,50.75,86.15,290.19,53,25,1.84,RU,1715574834
240,rongelap,11.1635,166.8941,300.87,75,84,8.05,MH,1715574834
241,summerside,46.3959,-63.7876,276.54,100,0,1.03,CA,1715574834
242,port elizabeth,-33.918,25.5701,287.31,99,100,2.06,ZA,1715574834
243,lihue,21.9789,-159.3672,299.73,84,40,5.66,US,1715574739
244,joshimath,30.5667,79.5667,291.52,48,19,3.09,IN,1715574835
245,bamboo flat,11.7,92.7167,301.2,83,40,1.54,IN,1715574835
246,mournies,35.4764,24.0092,290.83,82,0,4.12,GR,1715574835
247,dehui,44.5333,125.7,295.78,15,100,5.71,CN,1715574836
248,wagar,16.1525,36.2032,306.67,40,87,3.54,SD,1715574836
249,namsos,64.4662,11.4957,285.18,87,0,6.69,NO,1715574836
250,jamestown,42.097,-79.2353,282.95,91,0,3.09,US,1715574765
251,quinte west,44.1834,-77.5662,283.93,88,20,3.09,CA,1715574781
252,kenora,49.8167,-94.4337,281.69,61,75,4.12,CA,1715574768
253,pauini,-7.7136,-66.9764,299.24,78,100,0.78,BR,1715574837
254,nizhnyaya omka,55.4338,74.9426,295.55,29,77,10.22,RU,1715574837
255,mil'kovo,55.6078,37.7956,279.5,52,9,1.84,RU,1715574837
256,san martin,-33.081,-68.4681,281.45,66,72,2.46,AR,1715574838
257,znamenskoye,57.1281,73.8282,291.69,49,100,6.21,RU,1715574838
258,hammerfest,70.6634,23.6821,277.4,93,75,0.51,NO,1715574838
259,praya,14.9215,-23.5087,296.45,73,20,2.57,CV,1715574838
260,reggane,26.7158,0.1714,300.08,14,0,4.58,DZ,1715574839
261,mujiayingzi,42.1167,118.7833,299.02,16,75,7.24,CN,1715574839
262,pierre,44.3683,-100.351,287.75,59,0,4.12,US,1715574839
263,sidney,-33.8679,151.2073,295.14,72,75,10.29,AU,1715574823
264,bridgewater,44.3835,-64.5155,279.97,89,100,2.06,CA,1715574839
265,tura,25.5198,90.2201,307.44,38,9,1.76,IN,1715574840
266,portland,45.5234,-122.6762,293.12,54,20,3.6,US,1715574627
267,ghat,24.9647,10.1728,296.75,23,2,3.59,LY,1715574840
268,kenai,60.5544,-151.2583,281.01,74,0,3.09,US,1715574840
269,vilyuchinsk,52.9306,158.4028,277.55,97,100,1.46,RU,1715574841
270,westhill,57.1526,-2.2797,283.94,98,100,2.06,GB,1715574841
271,itoman,26.1247,127.6694,296.58,96,75,6.69,JP,1715574841
272,dalandzadgad,43.5708,104.425,300.89,8,4,11.36,MN,1715574841
273,lompoc,34.6391,-120.4579,286.23,88,100,3.09,US,1715574651
274,port saint john's,-31.6229,29.5448,291.48,80,100,0.92,ZA,1715574842
275,alice springs,-23.7,133.8833,293.9,35,68,5.14,AU,1715574630
276,qaqortoq,60.7167,-46.0333,273.74,88,33,0.58,GL,1715574842
277,chibougamau,49.9168,-74.3659,283.94,46,100,4.12,CA,1715574843
278,calliope,-24.0,151.2,300.06,54,40,4.12,AU,1715574843
279,tual,-5.6667,132.75,300.47,83,100,4.09,ID,1715574843
280,grants,35.1473,-107.8514,286.28,22,40,3.09,US,1715574843
281,alberobello,40.7859,17.2372,289.66,55,61,0.34,IT,1715574843
282,dombarovskiy,50.7587,59.5386,292.59,55,74,9.39,RU,1715574844
283,necochea,-38.5473,-58.7368,280.99,70,56,4.13,AR,1715574844
284,paragominas,-2.9667,-47.4833,295.69,98,87,1.05,BR,1715574844
285,gaspe,48.8334,-64.4819,278.27,75,0,2.57,CA,1715574844
286,vorotynets,56.0603,45.8633,278.12,58,60,3.32,RU,1715574845
287,ad dilam,23.9915,47.1627,304.38,15,6,6.06,SA,1715574845
288,fale old settlement,-9.3852,-171.2468,302.51,73,47,6.15,TK,1715574845
289,whakatane,-37.9585,176.9854,289.14,76,90,0.6,NZ,1715574846
290,dudinka,69.4058,86.1778,271.3,95,64,4.92,RU,1715574846
291,nadym,65.5333,72.5167,274.8,98,99,7.89,RU,1715574846
292,sirte,31.2089,16.5887,291.41,60,4,3.66,LY,1715574847
293,hirara,24.8,125.2833,297.07,94,75,8.75,JP,1715574847
294,trairi,-3.2778,-39.2689,297.52,92,92,2.43,BR,1715574847
295,am timan,11.0297,20.2827,303.61,43,80,1.85,TD,1715574848
296,de haan,51.272,3.0429,289.25,78,37,2.57,BE,1715574848
297,kapa'a,22.0752,-159.319,300.14,87,40,5.66,US,1715574848
298,college,64.8569,-147.8028,286.14,47,75,2.57,US,1715574848
299,naze,28.3667,129.4833,293.66,77,100,4.2,JP,1715574849
300,klaksvik,62.2266,-6.589,283.66,99,100,4.97,FO,1715574849
301,gulf shores,30.246,-87.7008,298.74,73,0,4.12,US,1715574849
302,susuman,62.7833,148.1667,273.14,84,100,3.58,RU,1715574849
303,charters towers,-20.1,146.2667,302.23,29,0,4.04,AU,1715574844
304,tongchuanshi,35.0806,109.0897,299.88,17,0,2.83,CN,1715574850
305,saint-marcellin,45.15,5.3167,287.93,87,95,1.05,FR,1715574850
306,mukalla,14.5425,49.1242,301.45,73,61,2.64,YE,1715574850
307,horishni plavni,49.0097,33.6455,280.11,66,99,4.5,UA,1715574851
308,tromso,69.6496,18.957,279.16,93,75,3.09,NO,1715574851
309,sisimiut,66.9395,-53.6735,273.85,98,100,11.95,GL,1715574851
310,kuraymah,18.55,31.85,304.47,16,4,9.4,SD,1715574851
311,qinzhou,21.95,108.6167,302.48,57,97,6.37,CN,1715574851
312,yreka,41.7354,-122.6345,293.25,42,0,5.66,US,1715574751
313,vilyuysk,63.7553,121.6247,276.48,59,100,4.02,RU,1715574852
314,bardai,11.65,7.2333,298.38,66,100,3.64,NG,1715574852
315,inhambane,-23.865,35.3833,296.09,73,62,3.44,MZ,1715574852
316,bulayevo,54.9056,70.4439,294.25,39,100,7.83,KZ,1715574853
317,long beach,33.767,-118.1892,291.41,90,100,4.12,US,1715574853
318,andalgala,-27.5819,-66.3165,281.44,74,60,2.22,AR,1715574853
319,lerwick,60.1545,-1.1494,283.15,89,83,9.99,GB,1715574853
320,glyn-neath,51.7475,-3.6183,286.09,80,99,2.49,GB,1715574853
321,soderhamn,61.3037,17.0592,286.81,69,95,0.81,SE,1715574854
322,cotoca,-17.8167,-63.05,289.07,88,91,5.86,BO,1715574854
323,forster,-32.1667,152.5167,293.36,78,70,6.7,AU,1715574801
324,labrador city,52.9463,-66.9114,271.1,93,0,0.0,CA,1715574854
325,letterkenny,54.95,-7.7333,283.12,99,100,1.26,IE,1715574855
326,jerseyville,39.12,-90.3285,294.53,76,53,4.19,US,1715574855
327,san pedro pochutla,15.7333,-96.4667,299.96,52,100,2.2,MX,1715574855
328,jizzax,40.1158,67.8422,298.09,42,44,1.9,UZ,1715574855
329,al hawatah,13.4167,34.6333,309.83,23,100,2.7,SD,1715574855
330,acapulco de juarez,16.8634,-99.8901,299.05,83,40,4.12,MX,1715574856
331,kandahar,31.0,65.75,299.39,8,0,1.21,AF,1715574856
332,pingliang,35.5392,106.6861,298.58,26,0,5.55,CN,1715574856
333,kindberg,47.5,15.45,286.17,96,100,0.85,AT,1715574856
334,kuta,-8.7233,115.1723,303.15,79,40,6.71,ID,1715574857
335,gizo,-8.103,156.8419,301.69,79,100,5.69,SB,1715574857
336,pimentel,-6.8367,-79.9342,292.31,82,0,7.2,PE,1715574857
337,karasu,41.071,30.7854,286.63,73,100,0.61,TR,1715574857
338,sarmiento,-45.5882,-69.07,274.67,75,77,2.77,AR,1715574858
339,paradip garh,20.3167,86.6167,306.49,53,11,4.5,IN,1715574858
340,aitape,-3.1374,142.3475,302.04,83,92,1.42,PG,1715574858
341,shizunai-furukawacho,42.3339,142.3669,283.14,98,100,2.21,JP,1715574858
342,gonzales,30.2385,-90.9201,298.7,89,100,3.6,US,1715574858
343,lisala,2.15,21.5167,295.88,88,79,0.67,CD,1715574859
344,aras-asan,8.8908,126.3033,302.94,69,62,3.2,PH,1715574859
345,yuzhno-kurilsk,44.0306,145.8556,282.25,97,100,5.16,RU,1715574859
346,mahenge,-8.6833,36.7167,291.17,80,3,0.73,TZ,1715574859
347,mili,6.0815,171.735,301.61,78,30,6.14,MH,1715574860
348,hadibu,12.65,54.0333,302.36,65,34,0.76,YE,1715574860
349,santiago de cao,-7.9589,-79.2392,290.22,94,75,4.12,PE,1715574860
350,iskateley,67.6803,53.1512,268.16,95,98,4.02,RU,1715574861
351,waingapu,-9.6567,120.2641,302.56,62,45,6.6,ID,1715574861
352,sabi,13.2333,-14.2,298.4,52,2,3.45,GM,1715574861
353,garden city,42.3256,-83.331,289.16,80,20,2.57,US,1715574691
354,sao joao da barra,-21.6403,-41.0511,297.68,91,66,4.13,BR,1715574861
355,borzya,50.3833,116.5167,291.48,21,80,9.75,RU,1715574862
356,villeneuve-d'ascq,50.6167,3.1666,289.23,86,52,1.03,FR,1715574862
357,thunder bay,48.4001,-89.3168,283.14,57,0,3.09,CA,1715574862
358,paita,-5.0892,-81.1144,293.5,79,43,5.48,PE,1715574863
359,tsiombe,-25.3,45.4833,295.27,78,0,1.36,MG,1715574863
360,christchurch,-43.5333,172.6333,285.26,72,75,0.51,NZ,1715574607
361,mahanoro,-19.9,48.8,296.94,75,24,1.68,MG,1715574863
362,holualoa,19.6228,-155.9522,299.06,72,75,3.6,US,1715574864
363,cole harbour,44.6724,-63.4751,279.86,88,53,2.06,CA,1715574864
364,broome,42.2506,-75.833,281.87,95,74,1.34,US,1715574864
365,tahlequah,35.9154,-94.97,291.75,82,100,0.0,US,1715574756
366,roccella ionica,38.322,16.4009,291.2,58,13,2.37,IT,1715574865
